composition,monthly_income,benefit,payment,hourly_wage
"2 adults, 1 child",3780,"Child Care, SNAP, TANF, WIC, Housing",3261.38,21.72
"2 adults, 1 child",3780,After-tax income,3261.38,21.72
"2 adults, 1 child",3790,"SNAP, TANF, WIC, Housing",3267.27,21.78
"2 adults, 1 child",3790,"Child Care, SNAP, TANF, WIC, Housing",3267.27,21.78
"2 adults, 1 child",3790,After-tax income,3267.27,21.78
"2 adults, 1 child",3800,"SNAP, TANF, WIC, Housing",3273.15,21.84
"2 adults, 1 child",3800,"Child Care, SNAP, TANF, WIC, Housing",3273.15,21.84
"2 adults, 1 child",3800,After-tax income,3273.15,21.84
"2 adults, 1 child",3810,"SNAP, TANF, WIC, Housing",3279.04,21.9
"2 adults, 1 child",3810,"Child Care, SNAP, TANF, WIC, Housing",3279.04,21.9
"2 adults, 1 child",3810,After-tax income,3279.04,21.9
"2 adults, 1 child",3820,"SNAP, TANF, WIC, Housing",3284.93,21.95
"2 adults, 1 child",3820,"Child Care, SNAP, TANF, WIC, Housing",3284.93,21.95
"2 adults, 1 child",3820,After-tax income,3284.93,21.95
"2 adults, 1 child",3830,"SNAP, TANF, WIC, Housing",3290.82,22.01
"2 adults, 1 child",3830,"Child Care, SNAP, TANF, WIC, Housing",3290.82,22.01
"2 adults, 1 child",3830,After-tax income,3290.82,22.01
"2 adults, 1 child",3840,"SNAP, TANF, WIC, Housing",3297.66,22.07
"2 adults, 1 child",3840,"Child Care, SNAP, TANF, WIC, Housing",3297.66,22.07
"2 adults, 1 child",3840,After-tax income,3297.66,22.07
"2 adults, 1 child",3850,"SNAP, TANF, WIC, Housing",3305.14,22.13
"2 adults, 1 child",3850,"Child Care, SNAP, TANF, WIC, Housing",3305.14,22.13
"2 adults, 1 child",3850,After-tax income,3305.14,22.13
"2 adults, 1 child",3860,"SNAP, TANF, WIC, Housing",3312.63,22.18
"2 adults, 1 child",3860,"Child Care, SNAP, TANF, WIC, Housing",3312.63,22.18
"2 adults, 1 child",3860,After-tax income,3312.63,22.18
"2 adults, 1 child",3870,"SNAP, TANF, WIC, Housing",3320.11,22.24
"2 adults, 1 child",3870,"Child Care, SNAP, TANF, WIC, Housing",3320.11,22.24
"2 adults, 1 child",3870,After-tax income,3320.11,22.24
"2 adults, 1 child",3880,"SNAP, TANF, WIC, Housing",3327.6,22.3
"2 adults, 1 child",3880,"Child Care, SNAP, TANF, WIC, Housing",3327.6,22.3
"2 adults, 1 child",3880,After-tax income,3327.6,22.3
"2 adults, 1 child",3890,"SNAP, TANF, WIC, Housing",3335.08,22.36
"2 adults, 1 child",3890,"Child Care, SNAP, TANF, WIC, Housing",3335.08,22.36
"2 adults, 1 child",3890,After-tax income,3335.08,22.36
"2 adults, 1 child",3900,"SNAP, TANF, WIC, Housing",3342.57,22.41
"2 adults, 1 child",3900,"Child Care, SNAP, TANF, WIC, Housing",3342.57,22.41
"2 adults, 1 child",3900,After-tax income,3342.57,22.41
"2 adults, 1 child",3910,"SNAP, TANF, WIC, Housing",3350.05,22.47
"2 adults, 1 child",3910,"Child Care, SNAP, TANF, WIC, Housing",3350.05,22.47
"2 adults, 1 child",3910,After-tax income,3350.05,22.47
"2 adults, 1 child",3920,"SNAP, TANF, WIC, Housing",3357.54,22.53
"2 adults, 1 child",3920,"Child Care, SNAP, TANF, WIC, Housing",3357.54,22.53
"2 adults, 1 child",3920,After-tax income,3357.54,22.53
"2 adults, 1 child",3930,"SNAP, TANF, WIC, Housing",3365.02,22.59
"2 adults, 1 child",3930,"Child Care, SNAP, TANF, WIC, Housing",3365.02,22.59
"2 adults, 1 child",3930,After-tax income,3365.02,22.59
"2 adults, 1 child",3940,"SNAP, TANF, WIC, Housing",3372.51,22.64
"2 adults, 1 child",3940,"Child Care, SNAP, TANF, WIC, Housing",3372.51,22.64
"2 adults, 1 child",3940,After-tax income,3372.51,22.64
"2 adults, 1 child",3950,"SNAP, TANF, WIC, Housing",3379.99,22.7
"2 adults, 1 child",3950,"Child Care, SNAP, TANF, WIC, Housing",3379.99,22.7
"2 adults, 1 child",3950,After-tax income,3379.99,22.7
"2 adults, 1 child",3960,"SNAP, TANF, WIC, Housing",3387.48,22.76
"2 adults, 1 child",3960,"Child Care, SNAP, TANF, WIC, Housing",3387.48,22.76
"2 adults, 1 child",3960,After-tax income,3387.48,22.76
"2 adults, 1 child",3970,"SNAP, TANF, WIC, Housing",3394.96,22.82
"2 adults, 1 child",3970,"Child Care, SNAP, TANF, WIC, Housing",3394.96,22.82
"2 adults, 1 child",3970,After-tax income,3394.96,22.82
"2 adults, 1 child",3980,"SNAP, TANF, WIC, Housing",3402.45,22.87
"2 adults, 1 child",3980,"Child Care, SNAP, TANF, WIC, Housing",3402.45,22.87
"2 adults, 1 child",3980,After-tax income,3402.45,22.87
"2 adults, 1 child",3990,"SNAP, TANF, WIC, Housing",3409.93,22.93
"2 adults, 1 child",3990,"Child Care, SNAP, TANF, WIC, Housing",3409.93,22.93
"2 adults, 1 child",3990,After-tax income,3409.93,22.93
"2 adults, 1 child",4000,"SNAP, TANF, WIC, Housing",3417.42,22.99
"2 adults, 1 child",4000,"Child Care, SNAP, TANF, WIC, Housing",3417.42,22.99
"2 adults, 1 child",4000,After-tax income,3417.42,22.99
"2 adults, 1 child",4010,"SNAP, TANF, WIC, Housing",3424.9,23.05
"2 adults, 1 child",4010,"Child Care, SNAP, TANF, WIC, Housing",3424.9,23.05
"2 adults, 1 child",4010,After-tax income,3424.9,23.05
"2 adults, 1 child",4020,"SNAP, TANF, WIC, Housing",3432.39,23.1
"2 adults, 1 child",4020,"Child Care, SNAP, TANF, WIC, Housing",3432.39,23.1
"2 adults, 1 child",4020,After-tax income,3432.39,23.1
"2 adults, 1 child",4030,"SNAP, TANF, WIC, Housing",3439.87,23.16
"2 adults, 1 child",4030,"Child Care, SNAP, TANF, WIC, Housing",3439.87,23.16
"2 adults, 1 child",4030,After-tax income,3439.87,23.16
"2 adults, 1 child",4040,"SNAP, TANF, WIC, Housing",3447.36,23.22
"2 adults, 1 child",4040,"Child Care, SNAP, TANF, WIC, Housing",3447.36,23.22
"2 adults, 1 child",4040,After-tax income,3447.36,23.22
"2 adults, 1 child",4050,"SNAP, TANF, WIC, Housing",3454.84,23.28
"2 adults, 1 child",4050,"Child Care, SNAP, TANF, WIC, Housing",3454.84,23.28
"2 adults, 1 child",4050,After-tax income,3454.84,23.28
"2 adults, 1 child",4060,"SNAP, TANF, WIC, Housing",3462.33,23.33
"2 adults, 1 child",4060,"Child Care, SNAP, TANF, WIC, Housing",3462.33,23.33
"2 adults, 1 child",4060,After-tax income,3462.33,23.33
"2 adults, 1 child",4070,"SNAP, TANF, WIC, Housing",3469.81,23.39
"2 adults, 1 child",4070,"Child Care, SNAP, TANF, WIC, Housing",3469.81,23.39
"2 adults, 1 child",4070,After-tax income,3469.81,23.39
"2 adults, 1 child",4080,"SNAP, TANF, WIC, Housing",3477.3,23.45
"2 adults, 1 child",4080,"Child Care, SNAP, TANF, WIC, Housing",3477.3,23.45
"2 adults, 1 child",4080,After-tax income,3477.3,23.45
"2 adults, 1 child",4090,"SNAP, TANF, WIC, Housing",3484.78,23.51
"2 adults, 1 child",4090,"Child Care, SNAP, TANF, WIC, Housing",3484.78,23.51
"2 adults, 1 child",4090,After-tax income,3484.78,23.51
"2 adults, 1 child",4100,"SNAP, TANF, WIC, Housing",3492.27,23.56
"2 adults, 1 child",4100,"Child Care, SNAP, TANF, WIC, Housing",3492.27,23.56
"2 adults, 1 child",4100,After-tax income,3492.27,23.56
"2 adults, 1 child",4110,"SNAP, TANF, WIC, Housing",3499.75,23.62
"2 adults, 1 child",4110,"Child Care, SNAP, TANF, WIC, Housing",3499.75,23.62
"2 adults, 1 child",4110,After-tax income,3499.75,23.62
"2 adults, 1 child",4120,"SNAP, TANF, WIC, Housing",3507.24,23.68
"2 adults, 1 child",4120,"Child Care, SNAP, TANF, WIC, Housing",3507.24,23.68
"2 adults, 1 child",4120,After-tax income,3507.24,23.68
"2 adults, 1 child",4130,"SNAP, TANF, WIC, Housing",3514.72,23.74
"2 adults, 1 child",4130,"Child Care, SNAP, TANF, WIC, Housing",3514.72,23.74
"2 adults, 1 child",4130,After-tax income,3514.72,23.74
"2 adults, 1 child",4140,"SNAP, TANF, WIC, Housing",3522.21,23.79
"2 adults, 1 child",4140,"Child Care, SNAP, TANF, WIC, Housing",3522.21,23.79
"2 adults, 1 child",4140,After-tax income,3522.21,23.79
"2 adults, 1 child",4150,"SNAP, TANF, WIC, Housing",3529.69,23.85
"2 adults, 1 child",4150,"Child Care, SNAP, TANF, WIC, Housing",3529.69,23.85
"2 adults, 1 child",4150,After-tax income,3529.69,23.85
"2 adults, 1 child",4160,"SNAP, TANF, WIC, Housing",3537.18,23.91
"2 adults, 1 child",4160,"Child Care, SNAP, TANF, WIC, Housing",3537.18,23.91
"2 adults, 1 child",4160,After-tax income,3537.18,23.91
"2 adults, 1 child",4170,"SNAP, TANF, WIC, Housing",3544.66,23.97
"2 adults, 1 child",4170,"Child Care, SNAP, TANF, WIC, Housing",3544.66,23.97
"2 adults, 1 child",4170,After-tax income,3544.66,23.97
"2 adults, 1 child",4180,"SNAP, TANF, WIC, Housing",3552.15,24.02
"2 adults, 1 child",4180,"Child Care, SNAP, TANF, WIC, Housing",3552.15,24.02
"2 adults, 1 child",4180,After-tax income,3552.15,24.02
"2 adults, 1 child",4190,"SNAP, TANF, WIC, Housing",3559.63,24.08
"2 adults, 1 child",4190,"Child Care, SNAP, TANF, WIC, Housing",3559.63,24.08
"2 adults, 1 child",4190,After-tax income,3559.63,24.08
"2 adults, 1 child",4200,"SNAP, TANF, WIC, Housing",3567.12,24.14
"2 adults, 1 child",4200,"Child Care, SNAP, TANF, WIC, Housing",3567.12,24.14
"2 adults, 1 child",4200,After-tax income,3567.12,24.14
"2 adults, 1 child",4210,"SNAP, TANF, WIC, Housing",3574.6,24.2
"2 adults, 1 child",4210,"Child Care, SNAP, TANF, WIC, Housing",3574.6,24.2
"2 adults, 1 child",4210,After-tax income,3574.6,24.2
"2 adults, 1 child",4220,"SNAP, TANF, WIC, Housing",3582.09,24.25
"2 adults, 1 child",4220,"Child Care, SNAP, TANF, WIC, Housing",3582.09,24.25
"2 adults, 1 child",4220,After-tax income,3582.09,24.25
"2 adults, 1 child",4230,"SNAP, TANF, WIC, Housing",3589.57,24.31
"2 adults, 1 child",4230,"Child Care, SNAP, TANF, WIC, Housing",3589.57,24.31
"2 adults, 1 child",4230,After-tax income,3589.57,24.31
"2 adults, 1 child",4240,"SNAP, TANF, WIC, Housing",3597.06,24.37
"2 adults, 1 child",4240,"Child Care, SNAP, TANF, WIC, Housing",3597.06,24.37
"2 adults, 1 child",4240,After-tax income,3597.06,24.37
"2 adults, 1 child",4250,"SNAP, TANF, WIC, Housing",3604.54,24.43
"2 adults, 1 child",4250,"Child Care, SNAP, TANF, WIC, Housing",3604.54,24.43
"2 adults, 1 child",4250,After-tax income,3604.54,24.43
"2 adults, 1 child",4260,"SNAP, TANF, WIC, Housing",3612.03,24.48
"2 adults, 1 child",4260,"Child Care, SNAP, TANF, WIC, Housing",3612.03,24.48
"2 adults, 1 child",4260,After-tax income,3612.03,24.48
"2 adults, 1 child",4270,"SNAP, TANF, WIC, Housing",3619.51,24.54
"2 adults, 1 child",4270,"Child Care, SNAP, TANF, WIC, Housing",3619.51,24.54
"2 adults, 1 child",4270,After-tax income,3619.51,24.54
"2 adults, 1 child",4280,"SNAP, TANF, WIC, Housing",3627,24.6
"2 adults, 1 child",4280,"Child Care, SNAP, TANF, WIC, Housing",3627,24.6
"2 adults, 1 child",4280,After-tax income,3627,24.6
"2 adults, 1 child",4290,"SNAP, TANF, WIC, Housing",3634.48,24.66
"2 adults, 1 child",4290,"Child Care, SNAP, TANF, WIC, Housing",3634.48,24.66
"2 adults, 1 child",4290,After-tax income,3634.48,24.66
"2 adults, 1 child",4300,"SNAP, TANF, WIC, Housing",3641.97,24.71
"2 adults, 1 child",4300,"Child Care, SNAP, TANF, WIC, Housing",3641.97,24.71
"2 adults, 1 child",4300,After-tax income,3641.97,24.71
"2 adults, 1 child",4310,"SNAP, TANF, WIC, Housing",3649.45,24.77
"2 adults, 1 child",4310,"Child Care, SNAP, TANF, WIC, Housing",3649.45,24.77
"2 adults, 1 child",4310,After-tax income,3649.45,24.77
"2 adults, 1 child",4320,"SNAP, TANF, WIC, Housing",3656.94,24.83
"2 adults, 1 child",4320,"Child Care, SNAP, TANF, WIC, Housing",3656.94,24.83
"2 adults, 1 child",4320,After-tax income,3656.94,24.83
"2 adults, 1 child",4330,"SNAP, TANF, WIC, Housing",3664.42,24.89
"2 adults, 1 child",4330,"Child Care, SNAP, TANF, WIC, Housing",3664.42,24.89
"2 adults, 1 child",4330,After-tax income,3664.42,24.89
"2 adults, 1 child",4340,"SNAP, TANF, WIC, Housing",3671.91,24.94
"2 adults, 1 child",4340,"Child Care, SNAP, TANF, WIC, Housing",3671.91,24.94
"2 adults, 1 child",4340,After-tax income,3671.91,24.94
"2 adults, 1 child",4350,"SNAP, TANF, WIC, Housing",3679.39,25
"2 adults, 1 child",4350,"Child Care, SNAP, TANF, WIC, Housing",3679.39,25
"2 adults, 1 child",4350,After-tax income,3679.39,25
"2 adults, 1 child",4360,"SNAP, TANF, WIC, Housing",3686.88,25.06
"2 adults, 1 child",4360,"Child Care, SNAP, TANF, WIC, Housing",3686.88,25.06
"2 adults, 1 child",4360,After-tax income,3686.88,25.06
"2 adults, 1 child",4370,"SNAP, TANF, WIC, Housing",3694.36,25.11
"2 adults, 1 child",4370,"Child Care, SNAP, TANF, WIC, Housing",3694.36,25.11
"2 adults, 1 child",4370,After-tax income,3694.36,25.11
"2 adults, 1 child",4380,"SNAP, TANF, WIC, Housing",3701.85,25.17
"2 adults, 1 child",4380,"Child Care, SNAP, TANF, WIC, Housing",3701.85,25.17
"2 adults, 1 child",4380,After-tax income,3701.85,25.17
"2 adults, 1 child",4390,"SNAP, TANF, WIC, Housing",3709.33,25.23
"2 adults, 1 child",4390,"Child Care, SNAP, TANF, WIC, Housing",3709.33,25.23
"2 adults, 1 child",4390,After-tax income,3709.33,25.23
"2 adults, 1 child",4400,"SNAP, TANF, WIC, Housing",3716.82,25.29
"2 adults, 1 child",4400,"Child Care, SNAP, TANF, WIC, Housing",3716.82,25.29
"2 adults, 1 child",4400,After-tax income,3716.82,25.29
"2 adults, 1 child",4410,"SNAP, TANF, WIC, Housing",3724.3,25.34
"2 adults, 1 child",4410,"Child Care, SNAP, TANF, WIC, Housing",3724.3,25.34
"2 adults, 1 child",4410,After-tax income,3724.3,25.34
"2 adults, 1 child",4420,"SNAP, TANF, WIC, Housing",3731.79,25.4
"2 adults, 1 child",4420,"Child Care, SNAP, TANF, WIC, Housing",3731.79,25.4
"2 adults, 1 child",4420,After-tax income,3731.79,25.4
"2 adults, 1 child",4430,"SNAP, TANF, WIC, Housing",3739.27,25.46
"2 adults, 1 child",4430,"Child Care, SNAP, TANF, WIC, Housing",3739.27,25.46
"2 adults, 1 child",4430,After-tax income,3739.27,25.46
"2 adults, 1 child",4440,"SNAP, TANF, WIC, Housing",3746.76,25.52
"2 adults, 1 child",4440,"Child Care, SNAP, TANF, WIC, Housing",3746.76,25.52
"2 adults, 1 child",4440,After-tax income,3746.76,25.52
"2 adults, 1 child",4450,"SNAP, TANF, WIC, Housing",3754.24,25.57
"2 adults, 1 child",4450,"Child Care, SNAP, TANF, WIC, Housing",3754.24,25.57
"2 adults, 1 child",4450,After-tax income,3754.24,25.57
"2 adults, 1 child",4460,"SNAP, TANF, WIC, Housing",3761.73,25.63
"2 adults, 1 child",4460,"Child Care, SNAP, TANF, WIC, Housing",3761.73,25.63
"2 adults, 1 child",4460,After-tax income,3761.73,25.63
"2 adults, 1 child",4470,"SNAP, TANF, WIC, Housing",3769.21,25.69
"2 adults, 1 child",4470,"Child Care, SNAP, TANF, WIC, Housing",3769.21,25.69
"2 adults, 1 child",4470,After-tax income,3769.21,25.69
"2 adults, 1 child",4480,"SNAP, TANF, WIC, Housing",3776.7,25.75
"2 adults, 1 child",4480,"Child Care, SNAP, TANF, WIC, Housing",3776.7,25.75
"2 adults, 1 child",4480,After-tax income,3776.7,25.75
"2 adults, 1 child",4490,"SNAP, TANF, WIC, Housing",3784.18,25.8
"2 adults, 1 child",4490,"Child Care, SNAP, TANF, WIC, Housing",3784.18,25.8
"2 adults, 1 child",4490,After-tax income,3784.18,25.8
"2 adults, 1 child",4500,"SNAP, TANF, WIC, Housing",3791.67,25.86
"2 adults, 1 child",4500,"Child Care, SNAP, TANF, WIC, Housing",3791.67,25.86
"2 adults, 1 child",4500,After-tax income,3791.67,25.86
"2 adults, 1 child",4510,"SNAP, TANF, WIC, Housing",3799.15,25.92
"2 adults, 1 child",4510,"Child Care, SNAP, TANF, WIC, Housing",3799.15,25.92
"2 adults, 1 child",4510,After-tax income,3799.15,25.92
"2 adults, 1 child",4520,"SNAP, TANF, WIC, Housing",3806.64,25.98
"2 adults, 1 child",4520,"Child Care, SNAP, TANF, WIC, Housing",3806.64,25.98
"2 adults, 1 child",4520,After-tax income,3806.64,25.98
"2 adults, 1 child",4530,"SNAP, TANF, WIC, Housing",3814.12,26.03
"2 adults, 1 child",4530,"Child Care, SNAP, TANF, WIC, Housing",3814.12,26.03
"2 adults, 1 child",4530,After-tax income,3814.12,26.03
"2 adults, 1 child",4540,"SNAP, TANF, WIC, Housing",3821.61,26.09
"2 adults, 1 child",4540,"Child Care, SNAP, TANF, WIC, Housing",3821.61,26.09
"2 adults, 1 child",4540,After-tax income,3821.61,26.09
"2 adults, 1 child",4550,"SNAP, TANF, WIC, Housing",3829.09,26.15
"2 adults, 1 child",4550,"Child Care, SNAP, TANF, WIC, Housing",3829.09,26.15
"2 adults, 1 child",4550,After-tax income,3829.09,26.15
"2 adults, 1 child",4560,"SNAP, TANF, WIC, Housing",3836.58,26.21
"2 adults, 1 child",4560,"Child Care, SNAP, TANF, WIC, Housing",3836.58,26.21
"2 adults, 1 child",4560,After-tax income,3836.58,26.21
"2 adults, 1 child",4570,"SNAP, TANF, WIC, Housing",3844.06,26.26
"2 adults, 1 child",4570,"Child Care, SNAP, TANF, WIC, Housing",3844.06,26.26
"2 adults, 1 child",4570,After-tax income,3844.06,26.26
"2 adults, 1 child",4580,"SNAP, TANF, WIC, Housing",3851.55,26.32
"2 adults, 1 child",4580,"Child Care, SNAP, TANF, WIC, Housing",3851.55,26.32
"2 adults, 1 child",4580,After-tax income,3851.55,26.32
"2 adults, 1 child",4590,"SNAP, TANF, WIC, Housing",3859.03,26.38
"2 adults, 1 child",4590,"Child Care, SNAP, TANF, WIC, Housing",3859.03,26.38
"2 adults, 1 child",4590,After-tax income,3859.03,26.38
"2 adults, 1 child",4600,"SNAP, TANF, WIC, Housing",3866.52,26.44
"2 adults, 1 child",4600,"Child Care, SNAP, TANF, WIC, Housing",3866.52,26.44
"2 adults, 1 child",4600,After-tax income,3866.52,26.44
"2 adults, 1 child",4610,"SNAP, TANF, WIC, Housing",3874,26.49
"2 adults, 1 child",4610,"Child Care, SNAP, TANF, WIC, Housing",3874,26.49
"2 adults, 1 child",4610,After-tax income,3874,26.49
"2 adults, 1 child",4620,"SNAP, TANF, WIC, Housing",3881.49,26.55
"2 adults, 1 child",4620,"Child Care, SNAP, TANF, WIC, Housing",3881.49,26.55
"2 adults, 1 child",4620,After-tax income,3881.49,26.55
"2 adults, 1 child",4630,"SNAP, TANF, WIC, Housing",3888.97,26.61
"2 adults, 1 child",4630,"Child Care, SNAP, TANF, WIC, Housing",3888.97,26.61
"2 adults, 1 child",4630,After-tax income,3888.97,26.61
"2 adults, 1 child",4640,"SNAP, TANF, WIC, Housing",3896.46,26.67
"2 adults, 1 child",4640,"Child Care, SNAP, TANF, WIC, Housing",3896.46,26.67
"2 adults, 1 child",4640,After-tax income,3896.46,26.67
"2 adults, 1 child",4650,"SNAP, TANF, WIC, Housing",3903.94,26.72
"2 adults, 1 child",4650,"Child Care, SNAP, TANF, WIC, Housing",3903.94,26.72
"2 adults, 1 child",4650,After-tax income,3903.94,26.72
"2 adults, 1 child",4660,"SNAP, TANF, WIC, Housing",3911.43,26.78
"2 adults, 1 child",4660,"Child Care, SNAP, TANF, WIC, Housing",3911.43,26.78
"2 adults, 1 child",4660,After-tax income,3911.43,26.78
"2 adults, 1 child",4670,"SNAP, TANF, WIC, Housing",3918.91,26.84
"2 adults, 1 child",4670,"Child Care, SNAP, TANF, WIC, Housing",3918.91,26.84
"2 adults, 1 child",4670,After-tax income,3918.91,26.84
"2 adults, 1 child",4680,"SNAP, TANF, WIC, Housing",3926.4,26.9
"2 adults, 1 child",4680,"Child Care, SNAP, TANF, WIC, Housing",3926.4,26.9
"2 adults, 1 child",4680,After-tax income,3926.4,26.9
"2 adults, 1 child",4690,"SNAP, TANF, WIC, Housing",3933.88,26.95
"2 adults, 1 child",4690,"Child Care, SNAP, TANF, WIC, Housing",3933.88,26.95
"2 adults, 1 child",4690,After-tax income,3933.88,26.95
"2 adults, 1 child",4700,"SNAP, TANF, WIC, Housing",3941.37,27.01
"2 adults, 1 child",4700,"Child Care, SNAP, TANF, WIC, Housing",3941.37,27.01
"2 adults, 1 child",4700,After-tax income,3941.37,27.01
"2 adults, 1 child",4710,"SNAP, TANF, WIC, Housing",3948.85,27.07
"2 adults, 1 child",4710,"Child Care, SNAP, TANF, WIC, Housing",3948.85,27.07
"2 adults, 1 child",4710,After-tax income,3948.85,27.07
"2 adults, 1 child",4720,"SNAP, TANF, WIC, Housing",3956.34,27.13
"2 adults, 1 child",4720,"Child Care, SNAP, TANF, WIC, Housing",3956.34,27.13
"2 adults, 1 child",4720,After-tax income,3956.34,27.13
"2 adults, 1 child",4730,"SNAP, TANF, WIC, Housing",3963.82,27.18
"2 adults, 1 child",4730,"Child Care, SNAP, TANF, WIC, Housing",3963.82,27.18
"2 adults, 1 child",4730,After-tax income,3963.82,27.18
"2 adults, 1 child",4740,"SNAP, TANF, WIC, Housing",3971.31,27.24
"2 adults, 1 child",4740,"Child Care, SNAP, TANF, WIC, Housing",3971.31,27.24
"2 adults, 1 child",4740,After-tax income,3971.31,27.24
"2 adults, 1 child",4750,"SNAP, TANF, WIC, Housing",3978.79,27.3
"2 adults, 1 child",4750,"Child Care, SNAP, TANF, WIC, Housing",3978.79,27.3
"2 adults, 1 child",4750,After-tax income,3978.79,27.3
"2 adults, 1 child",4760,"SNAP, TANF, WIC, Housing",3986.28,27.36
"2 adults, 1 child",4760,"Child Care, SNAP, TANF, WIC, Housing",3986.28,27.36
"2 adults, 1 child",4760,After-tax income,3986.28,27.36
"2 adults, 1 child",4770,"SNAP, TANF, WIC, Housing",3993.76,27.41
"2 adults, 1 child",4770,"Child Care, SNAP, TANF, WIC, Housing",3993.76,27.41
"2 adults, 1 child",4770,After-tax income,3993.76,27.41
"2 adults, 1 child",4780,"SNAP, TANF, WIC, Housing",4001.25,27.47
"2 adults, 1 child",4780,"Child Care, SNAP, TANF, WIC, Housing",4001.25,27.47
"2 adults, 1 child",4780,After-tax income,4001.25,27.47
"2 adults, 1 child",4790,"SNAP, TANF, WIC, Housing",4008.73,27.53
"2 adults, 1 child",4790,"Child Care, SNAP, TANF, WIC, Housing",4008.73,27.53
"2 adults, 1 child",4790,After-tax income,4008.73,27.53
"2 adults, 1 child",4800,"SNAP, TANF, WIC, Housing",4016.22,27.59
"2 adults, 1 child",4800,"Child Care, SNAP, TANF, WIC, Housing",4016.22,27.59
"2 adults, 1 child",4800,After-tax income,4016.22,27.59
"2 adults, 1 child",4810,"SNAP, TANF, WIC, Housing",4023.7,27.64
"2 adults, 1 child",4810,"Child Care, SNAP, TANF, WIC, Housing",4023.7,27.64
"2 adults, 1 child",4810,After-tax income,4023.7,27.64
"2 adults, 1 child",4820,"SNAP, TANF, WIC, Housing",4031.19,27.7
"2 adults, 1 child",4820,"Child Care, SNAP, TANF, WIC, Housing",4031.19,27.7
"2 adults, 1 child",4820,After-tax income,4031.19,27.7
"2 adults, 1 child",4830,"SNAP, TANF, WIC, Housing",4038.67,27.76
"2 adults, 1 child",4830,"Child Care, SNAP, TANF, WIC, Housing",4038.67,27.76
"2 adults, 1 child",4830,After-tax income,4038.67,27.76
"2 adults, 1 child",4840,"SNAP, TANF, WIC, Housing",4046.16,27.82
"2 adults, 1 child",4840,"Child Care, SNAP, TANF, WIC, Housing",4046.16,27.82
"2 adults, 1 child",4840,After-tax income,4046.16,27.82
"2 adults, 1 child",4850,"SNAP, TANF, WIC, Housing",4053.64,27.87
"2 adults, 1 child",4850,"Child Care, SNAP, TANF, WIC, Housing",4053.64,27.87
"2 adults, 1 child",4850,After-tax income,4053.64,27.87
"2 adults, 1 child",4860,"SNAP, TANF, WIC, Housing",4061.13,27.93
"2 adults, 1 child",4860,"Child Care, SNAP, TANF, WIC, Housing",4061.13,27.93
"2 adults, 1 child",4860,After-tax income,4061.13,27.93
"2 adults, 1 child",4870,"SNAP, TANF, WIC, Housing",4068.61,27.99
"2 adults, 1 child",4870,"Child Care, SNAP, TANF, WIC, Housing",4068.61,27.99
"2 adults, 1 child",4870,After-tax income,4068.61,27.99
"2 adults, 1 child",4880,"SNAP, TANF, WIC, Housing",4076.1,28.05
"2 adults, 1 child",4880,"Child Care, SNAP, TANF, WIC, Housing",4076.1,28.05
"2 adults, 1 child",4880,After-tax income,4076.1,28.05
"2 adults, 1 child",4890,"SNAP, TANF, WIC, Housing",4083.58,28.1
"2 adults, 1 child",4890,"Child Care, SNAP, TANF, WIC, Housing",4083.58,28.1
"2 adults, 1 child",4890,After-tax income,4083.58,28.1
"2 adults, 1 child",4900,"SNAP, TANF, WIC, Housing",4091.07,28.16
"2 adults, 1 child",4900,"Child Care, SNAP, TANF, WIC, Housing",4091.07,28.16
"2 adults, 1 child",4900,After-tax income,4091.07,28.16
"2 adults, 1 child",4910,"SNAP, TANF, WIC, Housing",4098.55,28.22
"2 adults, 1 child",4910,"Child Care, SNAP, TANF, WIC, Housing",4098.55,28.22
"2 adults, 1 child",4910,After-tax income,4098.55,28.22
"2 adults, 1 child",4920,"SNAP, TANF, WIC, Housing",4106.04,28.28
"2 adults, 1 child",4920,"Child Care, SNAP, TANF, WIC, Housing",4106.04,28.28
"2 adults, 1 child",4920,After-tax income,4106.04,28.28
"2 adults, 1 child",4930,"SNAP, TANF, WIC, Housing",4113.52,28.33
"2 adults, 1 child",4930,"Child Care, SNAP, TANF, WIC, Housing",4113.52,28.33
"2 adults, 1 child",4930,After-tax income,4113.52,28.33
"2 adults, 1 child",4940,"SNAP, TANF, WIC, Housing",4121.01,28.39
"2 adults, 1 child",4940,"Child Care, SNAP, TANF, WIC, Housing",4121.01,28.39
"2 adults, 1 child",4940,After-tax income,4121.01,28.39
"2 adults, 1 child",4950,"SNAP, TANF, WIC, Housing",4128.49,28.45
"2 adults, 1 child",4950,"Child Care, SNAP, TANF, WIC, Housing",4128.49,28.45
"2 adults, 1 child",4950,After-tax income,4128.49,28.45
"2 adults, 1 child",4960,"SNAP, TANF, WIC, Housing",4135.98,28.51
"2 adults, 1 child",4960,"Child Care, SNAP, TANF, WIC, Housing",4135.98,28.51
"2 adults, 1 child",4960,After-tax income,4135.98,28.51
"2 adults, 1 child",4970,"SNAP, TANF, WIC, Housing",4143.46,28.56
"2 adults, 1 child",4970,"Child Care, SNAP, TANF, WIC, Housing",4143.46,28.56
"2 adults, 1 child",4970,After-tax income,4143.46,28.56
"2 adults, 1 child",4980,"SNAP, TANF, WIC, Housing",4150.95,28.62
"2 adults, 1 child",4980,"Child Care, SNAP, TANF, WIC, Housing",4150.95,28.62
"2 adults, 1 child",4980,After-tax income,4150.95,28.62
